,text,text_clean
4832,"Yah yah, lagi2 propaganda,propaganda Ã¢â‚¬Â¼Ã¯Â¸Â anehnya knp br muncul saat pemilu 2019 ? Pas bgt pemilunya bln april, junjungan yg upload ini siapa ? Prabowo ? Sandi? Ingat sarachen ujung2nya fadli zon, ya ya....",yah yah lagi propagandapropaganda anehnya knp br muncul saat pemilu pas bgt pemilunya bln april junjungan yg upload ini siapa prabowo sandi ingat sarachen ujungnya fadli zon ya ya
4833,Cendana kok gak dibahas.,cendana kok gak dibahas
4834,Nampak belang para munafikun yg memimpin negri ini manusia yg serakah akan uang tanpa memikirkan rakyat nya subhanallah....,nampak belang para munafikun yg memimpin negri ini manusia yg serakah akan uang tanpa memikirkan rakyat nya subhanallah
4835,Oalah... Memang kluarga pencitraan... Wajar gya lugu2 pantek,oalah memang kluarga pencitraan wajar gya lugu pantek
4836,"Cba media2 tv yg ska tivu2, angkat crita ini ke publik, berani tidak??",cba media tv yg ska tivu angkat crita ini ke publik berani tidak
4837,kenapa energi listrik di Indonesia nggak pake solar panel aja ya biar nggak usah pake Batubara yg bisa jd killer.,kenapa energi listrik di indonesia nggak pake solar panel aja ya biar nggak usah pake batubara yg bisa jd killer
4838,"Kapan d tayangin d tv..
  Gemes banget coba aja tu stasiun tv punya bp gue",kapan d tayangin d tv gemes banget coba aja tu stasiun tv punya bp gue
4839,"Allah ya Rob ... ternyata Tanah Air ku telah dan sudah di rusak oleh mereka2 yang RAKUS MARUK akan dunia, yang kerakusannya mengabaikan saudara2ku serta lingkungan hidup sekitarnya. Harus ada perlawanan dan pemerintahan mendatang harus segera menghentikannya.",allah ya rob ternyata tanah air ku telah dan sudah di rusak oleh mereka yang rakus maruk akan dunia yang kerakusannya mengabaikan saudaraku serta lingkungan hidup sekitarnya harus ada perlawanan dan pemerintahan mendatang harus segera menghentikannya
4840,Menit ke 36:00 sedih banget,menit ke sedih banget
4841,"Ngeri..
  Sampai serasa ikut berada di dalam video tersebut...
  Asli nyaris netesin air mata...
  Untuk sang penguasa...
  Sadarlah...
  Jika semua ini valid..
  Bukan hanya ada hak orang lain saja di harta anda..
  Tetapi ada
  AIR MATA,
  KERINGAT,
  DARAH, bahkan
  NYAWA orang lain di harta anda..",ngeri sampai serasa ikut berada di dalam video tersebut asli nyaris netesin air mata untuk sang penguasa sadarlah jika semua ini valid bukan hanya ada hak orang lain saja di harta anda tetapi ada air mata keringat darah bahkan nyawa orang lain di harta anda
4842,Semoga trending yh,semoga trending yh
4843,"20jt Viewer, 800k like, BELUM JUGA TRENDING
  yang masih <1jt Viewer dengan Video grobok2 aja bisa masuk trending
  alamak sudahlah :D :D",jt viewer k like belum juga trending yang masih jt viewer dengan video grobok aja bisa masuk trending alamak sudahlah d d
4844,Intinya setelah melihat ini saya menjadi kontra terhadap pemerintah,intinya setelah melihat ini saya menjadi kontra terhadap pemerintah
4845,Kedok jualan martabak mah....,kedok jualan martabak mah
4846,"Tanpa sadar semua itu adalah dampak dari perbuatan kita dan mirisny kita yg meminta hal itu.
  Jangan salahkan elit dan pemerintah, kita koreksi dulu diri kita masing2!! Apakah kita sudah menghemat penggunaan listerik dan energi?
  PL gak mungkin ada kalau bukan kita yg minta, kesimpulannya mulai aj dari diri sendiri dan jng salahin orang lain",tanpa sadar semua itu adalah dampak dari perbuatan kita dan mirisny kita yg meminta hal itu jangan salahkan elit dan pemerintah kita koreksi dulu diri kita masing apakah kita sudah menghemat penggunaan listerik dan energi pl gak mungkin ada kalau bukan kita yg minta kesimpulannya mulai aj dari diri sendiri dan jng salahin orang lain
4847,Ya Allah tolong negeri kami........,ya allah tolong negeri kami
4848,Menyedihkan,menyedihkan
4849,"Semoga alam indonesia tetap lestari, alhamdulillah pt emm tidak jadi mengeruk gunung di aceh yang lokasinya masuk ke taman nasional gunung leuser yang merupakan paruÃ‚Â² terakhir sumatera Ã°Å¸â„¢Â, mari jaga lingkungan kita",semoga alam indonesia tetap lestari alhamdulillah pt emm tidak jadi mengeruk gunung di aceh yang lokasinya masuk ke taman nasional gunung leuser yang merupakan paru terakhir sumatera mari jaga lingkungan kita
4850,"Di dunia ini apa sih yg gk paradoks. makan membuat kita bisa bertahan hidup, tpi makan bisa juga membuat kita mati. oksigen membuat kita bertahan hidup, tpi oksigen juga membuat kita tua. semua itu hukum sebab akibat. gk bisa kita hanya melihat di satu sisi. kita gk bisa hanya melihat di sisi petani atau di sisi perusahaan saja. tapi video ini bagus, bnyak pelajaran, pengetahuan bahkan kejutan. good job team. GBU",di dunia ini apa sih yg gk paradoks makan membuat kita bisa bertahan hidup tpi makan bisa juga membuat kita mati oksigen membuat kita bertahan hidup tpi oksigen juga membuat kita tua semua itu hukum sebab akibat gk bisa kita hanya melihat di satu sisi kita gk bisa hanya melihat di sisi petani atau di sisi perusahaan saja tapi video ini bagus bnyak pelajaran pengetahuan bahkan kejutan good job team gbu
4851,"alasan gua milih prabowo, bukan karena gua ga suka jokowi, tpi org org dibelakang dia yg ngerusak, yg pengen tetap dilindungi....
  
  
  
  dan yg presiden mau aja ngelindungi yg salah......",alasan gua milih prabowo bukan karena gua ga suka jokowi tpi org org dibelakang dia yg ngerusak yg pengen tetap dilindungi dan yg presiden mau aja ngelindungi yg salah
4852,"kepada tim, saya ucapkan terima kasih karena telah membuka mata saya akan kemajuan teknologi dan zaman tak selamanya indah..",kepada tim saya ucapkan terima kasih karena telah membuka mata saya akan kemajuan teknologi dan zaman tak selamanya indah
4853,Pak jokowi udah nonton ini belom???,pak jokowi udah nonton ini belom
4854,"Jawaban gubernurnya seperti itu, ya allah klo jawabannya salah menurut engkau ya allah lipat gandakan lah azabnya kelak di akhirat. Amin",jawaban gubernurnya seperti itu ya allah klo jawabannya salah menurut engkau ya allah lipat gandakan lah azabnya kelak di akhirat amin
4855,Semoga Allah selalu melindungi kalian.. Aamiin,semoga allah selalu melindungi kalian aamiin
4856,Siapa disini yang nonton pake wifi tetangga sambil baca2 koment?,siapa disini yang nonton pake wifi tetangga sambil baca koment
4857,"Ngeri sekali, ternyata oh ternyata ada udang di balik batu.",ngeri sekali ternyata oh ternyata ada udang di balik batu
4858,"Jaman kepemerintahan pak harto berbeda dengan jaman kepemerintahan skrng. Jaman kepemerintahan skrng, mereka hanya memikirkan rakyat rakyat kalangan atas, terutama bagi mereka yg memiliki perusahaan seperti batu bara. Karna bagi pmerintah uang yg dihasilkan dri batubara lebih melimpah dibandingkan bercocok tanam atau bertani.",jaman kepemerintahan pak harto berbeda dengan jaman kepemerintahan skrng jaman kepemerintahan skrng mereka hanya memikirkan rakyat rakyat kalangan atas terutama bagi mereka yg memiliki perusahaan seperti batu bara karna bagi pmerintah uang yg dihasilkan dri batubara lebih melimpah dibandingkan bercocok tanam atau bertani
4859,Kalian semua udah jangan banyak bacod ini lah itu lah klo bangsa kita mau maju buat terobosan listrik tanpa batubara ayo semuanya kita beracuan pada karya karya Nicola Tesla ayo semangat!!!!,kalian semua udah jangan banyak bacod ini lah itu lah klo bangsa kita mau maju buat terobosan listrik tanpa batubara ayo semuanya kita beracuan pada karya karya nicola tesla ayo semangat
4860,gubernur jawa tengah....auto unrespect to you....bongkar semua bajingan pejual bangsa...,gubernur jawa tengahauto unrespect to youbongkar semua bajingan pejual bangsa
4861,"Waktu pemilihan gubernur kaltim nda pilih isran noor. Hati saya tak sreg liat org ya. Dr cara jawab pertanyaan panelis aja udah ga banget, tyt sekarang terbukti",waktu pemilihan gubernur kaltim nda pilih isran noor hati saya tak sreg liat org ya dr cara jawab pertanyaan panelis aja udah ga banget tyt sekarang terbukti
4862,"AIB pemerintah seharusnya ditutupi untuk stabilitas politik
  bukan malah diumbar umbar seperti ini
  Nanti kalok mati listrik merepek repek",aib pemerintah seharusnya ditutupi untuk stabilitas politik bukan malah diumbar umbar seperti ini nanti kalok mati listrik merepek repek
4863,15:50 ikut prihatin buat yang punya gubernur,ikut prihatin buat yang punya gubernur
4864,"Dengan setelah baca film ini ada 2 jenis reaksi orang :
  1. Biasa aja
  2. Langsung mendadak cinta lingkungan. Marah2 menjadi benci terhadap swasta dan pemerintah.
  
  Coba kita sama2 membayangkan, kalau andaikan kita mempunyai kesempatan untuk menjadi pembuat peraturan atau pemerintah, kebijakan apa yang bs kita buat. Memang dilihat secara dekat film ini benar adanya kejadian yang terjadi di lapangan. Tp kita jg perlu melihat dari jauh, hal itu terjadi juga krn kontribusi dari kita yang ikut membeli listrik dr PLN.
  
  Kalau semua rakyat sadar bahwa perubahan itu berasal dari diri sendiri mari rame2 pasang solar panel. Produksi listrik sendiri jangan bergantung lagi pada PLN.",dengan setelah baca film ini ada jenis reaksi orang biasa aja langsung mendadak cinta lingkungan marah menjadi benci terhadap swasta dan pemerintah coba kita sama membayangkan kalau andaikan kita mempunyai kesempatan untuk menjadi pembuat peraturan atau pemerintah kebijakan apa yang bs kita buat memang dilihat secara dekat film ini benar adanya kejadian yang terjadi di lapangan tp kita jg perlu melihat dari jauh hal itu terjadi juga krn kontribusi dari kita yang ikut membeli listrik dr pln kalau semua rakyat sadar bahwa perubahan itu berasal dari diri sendiri mari rame pasang solar panel produksi listrik sendiri jangan bergantung lagi pada pln
4865,"Film yg mewakili suara kami, suara rakyat indonesia, film yang membuat penguasa penguasa resah",film yg mewakili suara kami suara rakyat indonesia film yang membuat penguasa penguasa resah
4866,padahal bnyak bnget di tonton ya tpi ko ga trending 1di youtube ya Ã°Å¸Â¤â€Ã°Å¸Â¤â€Ã°Å¸Â¤â€,padahal bnyak bnget di tonton ya tpi ko ga trending di youtube ya
4867,harus tayang di telivisi nasional......haruus harus harus....,harus tayang di telivisi nasionalharuus harus harus
4868,Saya menangis mengetahui kenyataan dibalik listrik yg saya pakai setiap hari,saya menangis mengetahui kenyataan dibalik listrik yg saya pakai setiap hari
4869,"Wehh,sebenarnya rebutan batu bara ya kedua capres itu...",wehhsebenarnya rebutan batu bara ya kedua capres itu
4870,"Teenyata Rakryat sendiri lebih kejam dari penjajah Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­ .Miris banget, pejuang berkorban nyawa untuk kemerdekaan, eeeh rakyat yg diperjuangan malah menjajah sesama. Yang berkuasa makin merajalela, rakyat makin menderita. Sediiiiiih banget lihat negara sendiri kaya gini.",teenyata rakryat sendiri lebih kejam dari penjajah miris banget pejuang berkorban nyawa untuk kemerdekaan eeeh rakyat yg diperjuangan malah menjajah sesama yang berkuasa makin merajalela rakyat makin menderita sediiiiiih banget lihat negara sendiri kaya gini
4871,gubernur tololllll kebayakn makan duit gk jelas coba klo anak lo yg tenggelam apa masih bisa lo ngomong bgtu,gubernur tololllll kebayakn makan duit gk jelas coba klo anak lo yg tenggelam apa masih bisa lo ngomong bgtu
4872,Emangnya kenapa gaboleh tayang di indonesia sih kenapa?Ã°Å¸ËœÂ± Aku kok ga faham kenapa film ini gaboleh tayang..,emangnya kenapa gaboleh tayang di indonesia sih kenapa aku kok ga faham kenapa film ini gaboleh tayang
4873,"god damn, this movie really awesome,, tapi kenapa anak jokowi dibawa2 segala hahaha",god damn this movie really awesome tapi kenapa anak jokowi dibawa segala hahaha
4874,Komentar gubernur yang menyakiti hati...,komentar gubernur yang menyakiti hati
4875,"Sekrng sadar betapa hancurnya negriku indonesia Ã°Å¸ËœÂ­
  Ã°Å¸â€¡Â®Ã°Å¸â€¡Â©Ã°Å¸â€¡Â®Ã°Å¸â€¡Â©Ã°Å¸â€¡Â®Ã°Å¸â€¡Â©",sekrng sadar betapa hancurnya negriku indonesia
4876,"Menyesal, pernah beli saham batubara, ternyata ada dampak negatifnya",menyesal pernah beli saham batubara ternyata ada dampak negatifnya
4877,"bagus banget filmnya, semangat",bagus banget filmnya semangat
4878,"Liat rakyat nya pada jadi korban kok kaya nya makin seneng yaa itu gubernur,ketawa ketiwi,edaaan !!!",liat rakyat nya pada jadi korban kok kaya nya makin seneng yaa itu gubernurketawa ketiwiedaaan
4879,terkuak semua,terkuak semua
4880,Knp aku seneng yg di Palu kena tsunami Ã°Å¸ËœÂ¥,knp aku seneng yg di palu kena tsunami
4881,"saya sangat setuju ini di tayangkan di mata najwa agar semua melihat. karena pada hakikatnya perubahan bukan dari pemerintah saja namun masyarakat indonesia secara luas yang bisa merubahnya. dengan sombongnya mengatakan ""bagaimanapun PLTU ini harus tetap dilaksanakan"" arogan terdengarnya tanpa memikirkan hak orang lain. selalu bersabar karena pada akhir zaman para orang itu lah yang akan menjadi abu di terik panasnya neraka. semoga saudara-saudara disana mendapatkan kekuatan yang lebih. amiin
  @Najwa Shihab",saya sangat setuju ini di tayangkan di mata najwa agar semua melihat karena pada hakikatnya perubahan bukan dari pemerintah saja namun masyarakat indonesia secara luas yang bisa merubahnya dengan sombongnya mengatakan bagaimanapun pltu ini harus tetap dilaksanakan arogan terdengarnya tanpa memikirkan hak orang lain selalu bersabar karena pada akhir zaman para orang itu lah yang akan menjadi abu di terik panasnya neraka semoga saudarasaudara disana mendapatkan kekuatan yang lebih amiin shihab
4882,"Yang gua harap sih pa luhut setelah membeli saham saham itu jd pahlawan nasional klo emang sadar dan menutup semuanya, diganti negara lah untuk PLTS .. panjaitan PLTS.. abis susah orang kita ini.. maunya cepet pembangunan, cepet perubahan, tp ga tau ada korban pada jatuh.. disuruh irit, bilangnya mampu bayar walaupun boros. Dilain sisi demo, tp teriaknya listrik mahal.. fz sama fh gausah ikutan bginian.. jd badut aja lah sana.. good filmnya.. ternyata ga untuk pilpres.. ini kenyataan di sisi lain pembangunan, air mata, dan pahit pahitnya.. Alfatihah buat para korban. Udah banyak korban, semoga INDOESIA lebih baik lagi.. Alfatihah lagi..",yang gua harap sih pa luhut setelah membeli saham saham itu jd pahlawan nasional klo emang sadar dan menutup semuanya diganti negara lah untuk plts panjaitan plts abis susah orang kita ini maunya cepet pembangunan cepet perubahan tp ga tau ada korban pada jatuh disuruh irit bilangnya mampu bayar walaupun boros dilain sisi demo tp teriaknya listrik mahal fz sama fh gausah ikutan bginian jd badut aja lah sana good filmnya ternyata ga untuk pilpres ini kenyataan di sisi lain pembangunan air mata dan pahit pahitnya alfatihah buat para korban udah banyak korban semoga indoesia lebih baik lagi alfatihah lagi
4883,sepertinya kita harus kembali ke jaman batu,sepertinya kita harus kembali ke jaman batu
4884,"Yg masi ingin 2 periode, mungkin mreka yg gada empati sma skli trhadap kejadian ini. Mungkin.",yg masi ingin periode mungkin mreka yg gada empati sma skli trhadap kejadian ini mungkin
4885,"semangat terus cari informasi begini, saya berdoa supaya terus allah bersama pencari informasi ini, tidak di ganggu dan membuka busuk nya dunia ini, biar tau tu, fuck"" shit, si penjalan usaha 
  
  inti nya, saling. mikir satu sama lain, tetap bukak kebusukan nya",semangat terus cari informasi begini saya berdoa supaya terus allah bersama pencari informasi ini tidak di ganggu dan membuka busuk nya dunia ini biar tau tu fuck shit si penjalan usaha inti nya saling mikir satu sama lain tetap bukak kebusukan nya
4886,Semua untuk indonesia maju!!! Semangat buat rakyatnya Ã°Å¸ËœËœÃ°Å¸ËœËœÃ°Å¸ËœËœ Maju untuk proyeknya Ã°Å¸ËœËœÃ°Å¸ËœËœÃ°Å¸ËœËœ Semua itu untuk indonesia tercinta... semua butuh pengorbanan darah bahkan nyawa emang gampang ngebangun negara Ã°Å¸ËœÅ½Ã°Å¸ËœÅ½Ã°Å¸ËœÅ½Ã°Å¸ËœÅ½ yg setuju like,semua untuk indonesia maju semangat buat rakyatnya maju untuk proyeknya semua itu untuk indonesia tercinta semua butuh pengorbanan darah bahkan nyawa emang gampang ngebangun negara yg setuju like
4887,Wah ini mah bentar lagi juga di hapus filmnya sama pemerintah,wah ini mah bentar lagi juga di hapus filmnya sama pemerintah
4888,Selamat pak gub...anda mantap... wkwkwk,selamat pak gubanda mantap wkwkwk
4889,"Nggak cuma elite global yg kejam, ternyata elite lokal sama kejam nya, Para pemimpin haus jabatan & haus harta, This is Indonesia bukan Indonesia kalau rakyat misqueen gak menjerit.",nggak cuma elite global yg kejam ternyata elite lokal sama kejam nya para pemimpin haus jabatan haus harta this is indonesia bukan indonesia kalau rakyat misqueen gak menjerit
